film_id,title,film_duration,description,special_features,release_year,rental_duration,rental_rate,replacement_cost,language,category,total_copias
262,"DUMBO LUST",119,"A Touching Display of a Feminist And a Dentist who must Conquer a Husband in The Gulf of Mexico","Behind the Scenes",2006,5,0.99,17.99,English,Family,2
269,"EARRING INSTINCT",98,"A Stunning Character Study of a Dentist And a Mad Cow who must Find a Teacher in Nigeria","Behind the Scenes",2006,3,0.99,22.99,English,Family,6
273,"EFFECT GLADIATOR",107,"A Beautiful Display of a Pastry Chef And a Pastry Chef who must Outgun a Forensic Psychologist in A Manhattan Penthouse",Commentaries,2006,6,0.99,14.99,English,Family,7
309,"FEUD FROGMEN",98,"A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006,6,0.99,29.99,English,Family,6
315,"FINDING ANACONDA",156,"A Fateful Tale of a Database Administrator And a Girl who must Battle a Squirrel in New Orleans","Trailers,Commentaries",2006,4,0.99,10.99,English,Family,3
345,"GABLES METROPOLIS",161,"A Fateful Display of a Cat And a Pioneer who must Challenge a Pastry Chef in A Baloon Factory","Trailers,Commentaries",2006,3,0.99,17.99,English,Family,5
348,"GANDHI KWAI",86,"A Thoughtful Display of a Mad Scientist And a Secret Agent who must Chase a Boat in Berlin",Trailers,2006,7,0.99,9.99,English,Family,4
377,"GREASE YOUTH",135,"A Emotional Panorama of a Secret Agent And a Waitress who must Escape a Composer in Soviet Georgia","Trailers,Deleted Scenes",2006,7,0.99,20.99,English,Family,6
391,"HALF OUTFIELD",146,"A Epic Epistle of a Database Administrator And a Crocodile who must Face a Madman in A Jet Boat","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006,6,2.99,25.99,English,Family,7
428,"HOMICIDE PEACH",141,"A Astounding Documentary of a Hunter And a Boy who must Confront a Boy in A MySQL Convention",Commentaries,2006,6,2.99,21.99,English,Family,6
437,"HOUSE DYNAMITE",109,"A Taut Story of a Pioneer And a Squirrel who must Battle a Student in Soviet Georgia","Commentaries,Deleted Scenes,Behind the Scenes",2006,7,2.99,13.99,English,Family,6
442,"HUNTING MUSKETEERS",65,"A Thrilling Reflection of a Pioneer And a Dentist who must Outrace a Womanizer in An Abandoned Mine Shaft","Trailers,Deleted Scenes",2006,6,2.99,24.99,English,Family,3
458,"INDIAN LOVE",135,"A Insightful Saga of a Mad Scientist And a Mad Scientist who must Kill a Astronaut in An Abandoned Fun House","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006,4,0.99,26.99,English,Family,6
476,"JASON TRAP",130,"A Thoughtful Tale of a Woman And a A Shark who must Conquer a Dog in A Monastery","Trailers,Deleted Scenes,Behind the Scenes",2006,5,2.99,9.99,English,Family,7
479,"JEDI BENEATH",128,"A Astounding Reflection of a Explorer And a Dentist who must Pursue a Student in Nigeria","Trailers,Commentaries,Deleted Scenes",2006,7,0.99,12.99,English,Family,5
498,"KILLER INNOCENT",161,"A Fanciful Character Study of a Student And a Explorer who must Succumb a Composer in An Abandoned Mine Shaft","Trailers,Commentaries,Deleted Scenes",2006,7,2.99,11.99,English,Family,2
499,"KING EVOLUTION",184,"A Action-Packed Tale of a Boy And a Lumberjack who must Chase a Madman in A Baloon","Trailers,Deleted Scenes,Behind the Scenes",2006,3,4.99,24.99,English,Family,2
528,"LOLITA WORLD",155,"A Thrilling Drama of a Girl And a Robot who must Redeem a Waitress in An Abandoned Mine Shaft","Trailers,Deleted Scenes",2006,4,2.99,25.99,English,Family,3
534,"LOUISIANA HARRY",70,"A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank",Trailers,2006,5,0.99,18.99,English,Family,5
550,"MAGUIRE APACHE",74,"A Fast-Paced Reflection of a Waitress And a Hunter who must Defeat a Forensic Psychologist in A Baloon","Trailers,Commentaries",2006,6,2.99,22.99,English,Family,3
557,"MANCHURIAN CURTAIN",177,"A Stunning Tale of a Mad Cow And a Boy who must Battle a Boy in Berlin","Trailers,Commentaries",2006,5,2.99,27.99,English,Family,5
603,"MOVIE SHAKESPEARE",53,"A Insightful Display of a Database Administrator And a Student who must Build a Hunter in Berlin","Commentaries,Deleted Scenes,Behind the Scenes",2006,6,4.99,27.99,English,Family,6
610,"MUSIC BOONDOCK",129,"A Thrilling Tale of a Butler And a Astronaut who must Battle a Explorer in The First Manned Space Station","Trailers,Commentaries,Behind the Scenes",2006,7,0.99,17.99,English,Family,5
617,"NATURAL STOCK",50,"A Fast-Paced Story of a Sumo Wrestler And a Girl who must Defeat a Car in A Baloon Factory","Commentaries,Deleted Scenes",2006,4,0.99,24.99,English,Family,3
621,"NETWORK PEAK",75,"A Unbelieveable Reflection of a Butler And a Boat who must Outgun a Mad Scientist in California","Commentaries,Deleted Scenes,Behind the Scenes",2006,5,2.99,23.99,English,Family,8
634,"ODDS BOOGIE",48,"A Thrilling Yarn of a Feminist And a Madman who must Battle a Hunter in Berlin","Trailers,Commentaries,Behind the Scenes",2006,6,0.99,14.99,English,Family,4
639,"OPPOSITE NECKLACE",92,"A Fateful Epistle of a Crocodile And a Moose who must Kill a Explorer in Nigeria","Deleted Scenes",2006,7,4.99,9.99,English,Family,3
679,"PILOT HOOSIERS",50,"A Awe-Inspiring Reflection of a Crocodile And a Sumo Wrestler who must Meet a Forensic Psychologist in An Abandoned Mine Shaft","Trailers,Deleted Scenes",2006,6,2.99,17.99,English,Family,4
682,"PITTSBURGH HUNCHBACK",134,"A Thrilling Epistle of a Boy And a Boat who must Find a Student in Soviet Georgia","Trailers,Deleted Scenes,Behind the Scenes",2006,4,4.99,17.99,English,Family,3
695,"PRESIDENT BANG",144,"A Fateful Panorama of a Technical Writer And a Moose who must Battle a Robot in Soviet Georgia","Behind the Scenes",2006,6,4.99,12.99,English,Family,2
700,"PRIX UNDEFEATED",115,"A Stunning Saga of a Mad Scientist And a Boat who must Overcome a Dentist in Ancient China","Trailers,Deleted Scenes",2006,4,2.99,13.99,English,Family,3
710,"RAGE GAMES",120,"A Fast-Paced Saga of a Astronaut And a Secret Agent who must Escape a Hunter in An Abandoned Amusement Park","Trailers,Behind the Scenes",2006,4,4.99,18.99,English,Family,6
715,"RANGE MOONWALKER",147,"A Insightful Documentary of a Hunter And a Dentist who must Confront a Crocodile in A Baloon","Trailers,Commentaries,Deleted Scenes",2006,3,4.99,25.99,English,Family,7
724,"REMEMBER DIARY",110,"A Insightful Tale of a Technical Writer And a Waitress who must Conquer a Monkey in Ancient India","Trailers,Commentaries",2006,5,2.99,15.99,English,Family,6
727,"RESURRECTION SILVERADO",117,"A Epic Yarn of a Robot And a Explorer who must Challenge a Girl in A MySQL Convention","Trailers,Deleted Scenes",2006,6,0.99,12.99,English,Family,5
736,"ROBBERY BRIGHT",134,"A Taut Reflection of a Robot And a Squirrel who must Fight a Boat in Ancient Japan",Trailers,2006,4,0.99,21.99,English,Family,4
753,"RUSH GOODFELLAS",48,"A Emotional Display of a Man And a Dentist who must Challenge a Squirrel in Australia","Deleted Scenes",2006,3,0.99,20.99,English,Family,8
778,"SECRETS PARADISE",109,"A Fateful Saga of a Cat And a Frisbee who must Kill a Girl in A Manhattan Penthouse","Trailers,Commentaries",2006,3,4.99,24.99,English,Family,6
780,"SENSIBILITY REAR",98,"A Emotional Tale of a Robot And a Sumo Wrestler who must Redeem a Pastry Chef in A Baloon Factory","Behind the Scenes",2006,7,4.99,15.99,English,Family,3
795,"SIEGE MADRE",111,"A Boring Tale of a Frisbee And a Crocodile who must Vanquish a Moose in An Abandoned Mine Shaft","Trailers,Deleted Scenes",2006,7,0.99,23.99,English,Family,4
810,"SLUMS DUCK",147,"A Amazing Character Study of a Teacher And a Database Administrator who must Defeat a Waitress in A Jet Boat","Commentaries,Deleted Scenes,Behind the Scenes",2006,5,0.99,21.99,English,Family,7
822,"SOUP WISDOM",169,"A Fast-Paced Display of a Robot And a Butler who must Defeat a Butler in A MySQL Convention","Behind the Scenes",2006,6,0.99,12.99,English,Family,2
824,"SPARTACUS CHEAPER",52,"A Thrilling Panorama of a Pastry Chef And a Secret Agent who must Overcome a Student in A Manhattan Penthouse","Deleted Scenes,Behind the Scenes",2006,4,4.99,19.99,English,Family,4
829,"SPINAL ROCKY",138,"A Lacklusture Epistle of a Sumo Wrestler And a Squirrel who must Defeat a Explorer in California","Commentaries,Deleted Scenes",2006,7,2.99,12.99,English,Family,5
832,"SPLASH GUMP",175,"A Taut Saga of a Crocodile And a Boat who must Conquer a Hunter in A Shark Tank","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006,5,0.99,16.99,English,Family,4
866,"SUNSET RACER",48,"A Awe-Inspiring Reflection of a Astronaut And a A Shark who must Defeat a Forensic Psychologist in California","Commentaries,Behind the Scenes",2006,6,0.99,28.99,English,Family,2
867,"SUPER WYOMING",58,"A Action-Packed Saga of a Pastry Chef And a Explorer who must Discover a A Shark in The Outback","Trailers,Commentaries,Behind the Scenes",2006,5,4.99,10.99,English,Family,4
946,"VIRTUAL SPOILERS",144,"A Fateful Tale of a Database Administrator And a Squirrel who must Discover a Student in Soviet Georgia","Commentaries,Deleted Scenes",2006,3,4.99,14.99,English,Family,4
975,"WILLOW TRACY",137,"A Brilliant Panorama of a Boat And a Astronaut who must Challenge a Teacher in A Manhattan Penthouse","Trailers,Commentaries,Behind the Scenes",2006,6,2.99,22.99,English,Family,5
6,"AGENT TRUMAN",169,"A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China","Deleted Scenes",2006,3,2.99,17.99,English,Foreign,6
11,"ALAMO VIDEOTAPE",126,"A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention","Commentaries,Behind the Scenes",2006,6,0.99,16.99,English,Foreign,7
15,"ALIEN CENTER",46,"A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention","Trailers,Commentaries,Behind the Scenes",2006,5,2.99,10.99,English,Foreign,6
16,"ALLEY EVOLUTION",180,"A Fast-Paced Drama of a Robot And a Composer who must Battle a Astronaut in New Orleans","Trailers,Commentaries",2006,6,2.99,23.99,English,Foreign,4
47,"BABY HALL",153,"A Boring Character Study of a A Shark And a Girl who must Outrace a Feminist in An Abandoned Mine Shaft",Commentaries,2006,5,4.99,23.99,English,Foreign,2
52,"BALLROOM MOCKINGBIRD",173,"A Thrilling Documentary of a Composer And a Monkey who must Find a Feminist in California","Commentaries,Deleted Scenes",2006,6,0.99,29.99,English,Foreign,2
100,"BROOKLYN DESERT",161,"A Beautiful Drama of a Dentist And a Composer who must Battle a Sumo Wrestler in The First Manned Space Station",Commentaries,2006,7,4.99,21.99,English,Foreign,6
104,"BUGSY SONG",119,"A Awe-Inspiring Character Study of a Secret Agent And a Boat who must Find a Squirrel in The First Manned Space Station",Commentaries,2006,4,2.99,17.99,English,Foreign,3
112,"CALENDAR GUNFIGHT",120,"A Thrilling Drama of a Frisbee And a Lumberjack who must Sink a Man in Nigeria","Trailers,Commentaries,Behind the Scenes",2006,4,4.99,22.99,English,Foreign,7
170,"COMMAND DARLING",120,"A Awe-Inspiring Tale of a Forensic Psychologist And a Woman who must Challenge a Database Administrator in Ancient Japan","Behind the Scenes",2006,5,4.99,28.99,English,Foreign,6
185,"COWBOY DOOM",146,"A Astounding Drama of a Boy And a Lumberjack who must Fight a Butler in A Baloon","Commentaries,Deleted Scenes,Behind the Scenes",2006,3,2.99,10.99,English,Foreign,2
201,"CYCLONE FAMILY",176,"A Lacklusture Drama of a Student And a Monkey who must Sink a Womanizer in A MySQL Convention","Trailers,Deleted Scenes",2006,7,2.99,18.99,English,Foreign,4
207,"DANGEROUS UPTOWN",121,"A Unbelieveable Story of a Mad Scientist And a Woman who must Overcome a Dog in California",Commentaries,2006,7,4.99,26.99,English,Foreign,4
246,"DOUBTFIRE LABYRINTH",154,"A Intrepid Panorama of a Butler And a Composer who must Meet a Mad Cow in The Sahara Desert","Deleted Scenes,Behind the Scenes",2006,5,4.99,16.99,English,Foreign,3
290,"EVERYONE CRAFT",163,"A Fateful Display of a Waitress And a Dentist who must Reach a Butler in Nigeria","Trailers,Commentaries",2006,4,0.99,29.99,English,Foreign,3
311,"FICTION CHRISTMAS",72,"A Emotional Yarn of a A Shark And a Student who must Battle a Robot in An Abandoned Mine Shaft","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006,4,0.99,14.99,English,Foreign,7
337,"FRIDA SLIPPER",73,"A Fateful Story of a Lumberjack And a Car who must Escape a Boat in An Abandoned Mine Shaft","Trailers,Deleted Scenes",2006,6,2.99,11.99,English,Foreign,4
353,"GENTLEMEN STAGE",125,"A Awe-Inspiring Reflection of a Monkey And a Student who must Overcome a Dentist in The First Manned Space Station","Commentaries,Deleted Scenes",2006,6,2.99,22.99,English,Foreign,6
376,"GRAPES FURY",155,"A Boring Yarn of a Mad Cow And a Sumo Wrestler who must Meet a Robot in Australia","Commentaries,Behind the Scenes",2006,4,0.99,20.99,English,Foreign,7
380,"GREEK EVERYONE",176,"A Stunning Display of a Butler And a Teacher who must Confront a A Shark in The First Manned Space Station","Trailers,Deleted Scenes",2006,7,2.99,11.99,English,Foreign,5
399,"HAPPINESS UNITED",100,"A Action-Packed Panorama of a Husband And a Feminist who must Meet a Forensic Psychologist in Ancient Japan","Deleted Scenes",2006,6,2.99,23.99,English,Foreign,2
414,"HELLFIGHTERS SIERRA",75,"A Taut Reflection of a A Shark And a Dentist who must Battle a Boat in Soviet Georgia","Deleted Scenes,Behind the Scenes",2006,3,2.99,23.99,English,Foreign,6
416,"HIGHBALL POTTER",110,"A Action-Packed Saga of a Husband And a Dog who must Redeem a Database Administrator in The Sahara Desert","Deleted Scenes",2006,6,0.99,10.99,English,Foreign,6
421,"HOLIDAY GAMES",78,"A Insightful Reflection of a Waitress And a Madman who must Pursue a Boy in Ancient Japan","Trailers,Commentaries,Behind the Scenes",2006,7,4.99,10.99,English,Foreign,4
431,"HOOSIERS BIRDCAGE",176,"A Astounding Display of a Explorer And a Boat who must Vanquish a Car in The First Manned Space Station","Trailers,Commentaries,Deleted Scenes",2006,3,2.99,12.99,English,Foreign,3
435,"HOTEL HAPPINESS",181,"A Thrilling Yarn of a Pastry Chef And a A Shark who must Challenge a Mad Scientist in The Outback","Behind the Scenes",2006,6,4.99,28.99,English,Foreign,2
440,"HUNGER ROOF",105,"A Unbelieveable Yarn of a Student And a Database Administrator who must Outgun a Husband in An Abandoned Mine Shaft","Deleted Scenes,Behind the Scenes",2006,6,0.99,21.99,English,Foreign,4
452,"ILLUSION AMELIE",122,"A Emotional Epistle of a Boat And a Mad Scientist who must Outrace a Robot in An Abandoned Mine Shaft","Commentaries,Behind the Scenes",2006,4,0.99,15.99,English,Foreign,4
455,"IMPOSSIBLE PREJUDICE",103,"A Awe-Inspiring Yarn of a Monkey And a Hunter who must Chase a Teacher in Ancient China","Deleted Scenes",2006,7,4.99,11.99,English,Foreign,4
459,"INFORMER DOUBLE",74,"A Action-Packed Display of a Woman And a Dentist who must Redeem a Forensic Psychologist in The Canadian Rockies","Trailers,Commentaries",2006,4,4.99,23.99,English,Foreign,2
460,"INNOCENT USUAL",178,"A Beautiful Drama of a Pioneer And a Crocodile who must Challenge a Student in The Outback","Trailers,Deleted Scenes,Behind the Scenes",2006,3,4.99,26.99,English,Foreign,8
467,"INTRIGUE WORST",181,"A Fanciful Character Study of a Explorer And a Mad Scientist who must Vanquish a Squirrel in A Jet Boat","Deleted Scenes",2006,6,0.99,10.99,English,Foreign,7
486,"JET NEIGHBORS",59,"A Amazing Display of a Lumberjack And a Teacher who must Outrace a Woman in A U-Boat","Trailers,Commentaries,Behind the Scenes",2006,7,4.99,14.99,English,Foreign,6
493,"KANE EXORCIST",92,"A Epic Documentary of a Composer And a Robot who must Overcome a Car in Berlin","Trailers,Commentaries",2006,5,0.99,18.99,English,Foreign,3
500,"KISS GLORY",163,"A Lacklusture Reflection of a Girl And a Husband who must Find a Robot in The Canadian Rockies","Trailers,Commentaries,Behind the Scenes",2006,5,4.99,11.99,English,Foreign,8
531,"LOSE INCH",137,"A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station","Trailers,Commentaries",2006,3,0.99,18.99,English,Foreign,8
533,"LOST BIRD",98,"A Emotional Character Study of a Robot And a A Shark who must Defeat a Technical Writer in A Manhattan Penthouse","Deleted Scenes",2006,4,2.99,21.99,English,Foreign,3
545,"MADNESS ATTACKS",178,"A Fanciful Tale of a Squirrel And a Boat who must Defeat a Crocodile in The Gulf of Mexico",Trailers,2006,4,0.99,14.99,English,Foreign,6
565,"MATRIX SNOWMAN",56,"A Action-Packed Saga of a Womanizer And a Woman who must Overcome a Student in California","Commentaries,Deleted Scenes,Behind the Scenes",2006,6,4.99,9.99,English,Foreign,2
566,"MAUDE MOD",72,"A Beautiful Documentary of a Forensic Psychologist And a Cat who must Reach a Astronaut in Nigeria","Trailers,Behind the Scenes",2006,6,0.99,20.99,English,Foreign,2
567,"MEET CHOCOLATE",80,"A Boring Documentary of a Dentist And a Butler who must Confront a Monkey in A MySQL Convention",Trailers,2006,3,2.99,26.99,English,Foreign,4
584,"MIXED DOORS",180,"A Taut Drama of a Womanizer And a Lumberjack who must Succumb a Pioneer in Ancient India","Behind the Scenes",2006,6,2.99,26.99,English,Foreign,2
595,"MOON BUNCH",83,"A Beautiful Tale of a Astronaut And a Mad Cow who must Challenge a Cat in A Baloon Factory","Deleted Scenes,Behind the Scenes",2006,7,0.99,20.99,English,Foreign,8
605,"MULHOLLAND BEAST",157,"A Awe-Inspiring Display of a Husband And a Squirrel who must Battle a Sumo Wrestler in A Jet Boat","Trailers,Deleted Scenes,Behind the Scenes",2006,7,2.99,13.99,English,Foreign,2
623,"NEWTON LABYRINTH",75,"A Intrepid Character Study of a Moose And a Waitress who must Find a A Shark in Ancient India","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006,4,0.99,9.99,English,Foreign,5
640,"OPUS ICE",102,"A Fast-Paced Drama of a Hunter And a Boy who must Discover a Feminist in The Sahara Desert","Commentaries,Deleted Scenes",2006,5,4.99,21.99,English,Foreign,3
641,"ORANGE GRAPES",76,"A Astounding Documentary of a Butler And a Womanizer who must Face a Dog in A U-Boat","Trailers,Commentaries",2006,4,0.99,21.99,English,Foreign,7
661,"PAST SUICIDES",157,"A Intrepid Tale of a Madman And a Astronaut who must Challenge a Hunter in A Monastery","Trailers,Deleted Scenes,Behind the Scenes",2006,5,4.99,17.99,English,Foreign,4
674,"PET HAUNTING",99,"A Unbelieveable Reflection of a Explorer And a Boat who must Conquer a Woman in California","Trailers,Commentaries",2006,3,0.99,11.99,English,Foreign,3
689,"POLLOCK DELIVERANCE",137,"A Intrepid Story of a Madman And a Frisbee who must Outgun a Boat in The Sahara Desert",Commentaries,2006,5,2.99,14.99,English,Foreign,6
705,"PURPLE MOVIE",88,"A Boring Display of a Pastry Chef And a Sumo Wrestler who must Discover a Frisbee in An Abandoned Amusement Park","Commentaries,Deleted Scenes",2006,4,2.99,9.99,English,Foreign,4
726,"RESERVOIR ADAPTATION",61,"A Intrepid Drama of a Teacher And a Moose who must Kill a Car in California",Commentaries,2006,7,2.99,29.99,English,Foreign,3
738,"ROCKETEER MOTHER",178,"A Awe-Inspiring Character Study of a Robot And a Sumo Wrestler who must Discover a Womanizer in A Shark Tank","Deleted Scenes,Behind the Scenes",2006,3,0.99,27.99,English,Foreign,8
769,"SCHOOL JACKET",151,"A Intrepid Yarn of a Monkey And a Boy who must Fight a Composer in A Manhattan Penthouse",Trailers,2006,5,4.99,21.99,English,Foreign,2
770,"SCISSORHANDS SLUMS",147,"A Awe-Inspiring Drama of a Girl And a Technical Writer who must Meet a Feminist in The Canadian Rockies","Commentaries,Deleted Scenes,Behind the Scenes",2006,5,2.99,13.99,English,Foreign,3
789,"SHOCK CABIN",79,"A Fateful Tale of a Mad Cow And a Crocodile who must Meet a Husband in New Orleans","Trailers,Commentaries,Behind the Scenes",2006,7,2.99,15.99,English,Foreign,8
792,"SHREK LICENSE",154,"A Fateful Yarn of a Secret Agent And a Feminist who must Find a Feminist in A Jet Boat",Commentaries,2006,7,2.99,15.99,English,Foreign,3
821,"SORORITY QUEEN",184,"A Fast-Paced Display of a Squirrel And a Composer who must Fight a Forensic Psychologist in A Jet Boat","Trailers,Deleted Scenes",2006,6,0.99,17.99,English,Foreign,4
845,"STEPMOM DREAM",48,"A Touching Epistle of a Crocodile And a Teacher who must Build a Forensic Psychologist in A MySQL Convention","Deleted Scenes,Behind the Scenes",2006,7,4.99,9.99,English,Foreign,7
900,"TOWN ARK",136,"A Awe-Inspiring Documentary of a Moose And a Madman who must Meet a Dog in An Abandoned Mine Shaft","Behind the Scenes",2006,6,2.99,17.99,English,Foreign,4
908,"TRAP GUYS",110,"A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert","Commentaries,Behind the Scenes",2006,3,4.99,11.99,English,Foreign,4
929,"USUAL UNTOUCHABLES",128,"A Touching Display of a Explorer And a Lumberjack who must Fight a Forensic Psychologist in A Shark Tank","Trailers,Commentaries,Behind the Scenes",2006,5,4.99,21.99,English,Foreign,4
947,"VISION TORQUE",59,"A Thoughtful Documentary of a Dog And a Man who must Sink a Man in A Shark Tank","Commentaries,Deleted Scenes",2006,5,0.99,16.99,English,Foreign,2
957,"WAR NOTTING",80,"A Boring Drama of a Teacher And a Sumo Wrestler who must Challenge a Secret Agent in The Canadian Rockies","Deleted Scenes,Behind the Scenes",2006,7,4.99,26.99,English,Foreign,5
961,"WASH HEAVENLY",161,"A Awe-Inspiring Reflection of a Cat And a Pioneer who must Escape a Hunter in Ancient China",Commentaries,2006,7,4.99,22.99,English,Foreign,5
971,"WHALE BIKINI",109,"A Intrepid Story of a Pastry Chef And a Database Administrator who must Kill a Feminist in A MySQL Convention","Commentaries,Deleted Scenes,Behind the Scenes",2006,4,4.99,11.99,English,Foreign,4
984,"WONDERFUL DROP",126,"A Boring Panorama of a Woman And a Madman who must Overcome a Butler in A U-Boat",Commentaries,2006,3,2.99,20.99,English,Foreign,2
46,"AUTUMN CROW",108,"A Beautiful Tale of a Dentist And a Mad Cow who must Battle a Moose in The Sahara Desert","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006,3,4.99,13.99,English,Games,3
106,"BULWORTH COMMANDMENTS",61,"A Amazing Display of a Mad Cow And a Pioneer who must Redeem a Sumo Wrestler in The Outback",Trailers,2006,4,2.99,14.99,English,Games,2
117,"CANDLES GRAPES",135,"A Fanciful Character Study of a Monkey And a Explorer who must Build a Astronaut in An Abandoned Fun House","Trailers,Deleted Scenes",2006,6,4.99,15.99,English,Games,6
141,"CHICAGO NORTH",185,"A Fateful Yarn of a Mad Cow And a Waitress who must Battle a Student in California","Deleted Scenes,Behind the Scenes",2006,6,4.99,11.99,English,Games,5
189,"CREATURES SHAKESPEARE",139,"A Emotional Drama of a Womanizer And a Squirrel who must Vanquish a Crocodile in Ancient India","Trailers,Deleted Scenes",2006,3,0.99,23.99,English,Games,6
200,"CURTAIN VIDEOTAPE",133,"A Boring Reflection of a Dentist And a Mad Cow who must Chase a Secret Agent in A Shark Tank","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006,7,0.99,27.99,English,Games,8
211,"DARLING BREAKING",165,"A Brilliant Documentary of a Astronaut And a Squirrel who must Succumb a Student in The Gulf of Mexico","Commentaries,Behind the Scenes",2006,7,4.99,20.99,English,Games,2
215,"DAWN POND",57,"A Thoughtful Documentary of a Dentist And a Forensic Psychologist who must Defeat a Waitress in Berlin","Trailers,Deleted Scenes,Behind the Scenes",2006,4,4.99,27.99,English,Games,6
227,"DETAILS PACKER",88,"A Epic Saga of a Waitress And a Composer who must Face a Boat in A U-Boat","Commentaries,Deleted Scenes",2006,4,4.99,17.99,English,Games,5
232,"DIRTY ACE",147,"A Action-Packed Character Study of a Forensic Psychologist And a Girl who must Build a Dentist in The Outback","Commentaries,Deleted Scenes,Behind the Scenes",2006,7,2.99,29.99,English,Games,5
236,"DIVINE RESURRECTION",100,"A Boring Character Study of a Man And a Womanizer who must Succumb a Teacher in An Abandoned Amusement Park","Trailers,Commentaries",2006,4,2.99,19.99,English,Games,4
264,"DWARFS ALTER",101,"A Emotional Yarn of a Girl And a Dog who must Challenge a Composer in Ancient Japan","Commentaries,Deleted Scenes",2006,6,2.99,13.99,English,Games,2
281,"ENCINO ELF",143,"A Astounding Drama of a Feminist And a Teacher who must Confront a Husband in A Baloon","Trailers,Behind the Scenes",2006,6,0.99,9.99,English,Games,6
302,"FANTASIA PARK",131,"A Thoughtful Documentary of a Mad Scientist And a A Shark who must Outrace a Feminist in Australia",Commentaries,2006,5,2.99,29.99,English,Games,6
306,"FEATHERS METAL",104,"A Thoughtful Yarn of a Monkey And a Teacher who must Find a Dog in Australia","Trailers,Deleted Scenes",2006,3,0.99,12.99,English,Games,3
310,"FEVER EMPIRE",158,"A Insightful Panorama of a Cat And a Boat who must Defeat a Boat in The Gulf of Mexico","Commentaries,Deleted Scenes",2006,5,4.99,20.99,English,Games,2
316,"FIRE WOLVES",173,"A Intrepid Documentary of a Frisbee And a Dog who must Outrace a Lumberjack in Nigeria",Trailers,2006,5,4.99,18.99,English,Games,2
331,"FORWARD TEMPLE",90,"A Astounding Display of a Forensic Psychologist And a Mad Scientist who must Challenge a Girl in New Orleans","Trailers,Commentaries,Behind the Scenes",2006,6,2.99,25.99,English,Games,8
352,"GATHERING CALENDAR",176,"A Intrepid Tale of a Pioneer And a Moose who must Conquer a Frisbee in A MySQL Convention","Commentaries,Behind the Scenes",2006,4,0.99,22.99,English,Games,4
362,"GLORY TRACY",115,"A Amazing Saga of a Woman And a Womanizer who must Discover a Cat in The First Manned Space Station","Trailers,Commentaries,Behind the Scenes",2006,7,2.99,13.99,English,Games,2
381,"GRINCH MASSAGE",150,"A Intrepid Display of a Madman And a Feminist who must Pursue a Pioneer in The First Manned Space Station",Trailers,2006,7,4.99,25.99,English,Games,5
382,"GRIT CLOCKWORK",137,"A Thoughtful Display of a Dentist And a Squirrel who must Confront a Lumberjack in A Shark Tank","Trailers,Deleted Scenes",2006,3,0.99,21.99,English,Games,8
387,"GUN BONNIE",100,"A Boring Display of a Sumo Wrestler And a Husband who must Build a Waitress in The Gulf of Mexico","Behind the Scenes",2006,7,0.99,27.99,English,Games,6
406,"HAUNTING PIANIST",181,"A Fast-Paced Story of a Database Administrator And a Composer who must Defeat a Squirrel in An Abandoned Amusement Park","Behind the Scenes",2006,5,0.99,22.99,English,Games,6
408,"HEAD STRANGER",69,"A Thoughtful Saga of a Hunter And a Crocodile who must Confront a Dog in The Gulf of Mexico","Trailers,Commentaries",2006,4,4.99,28.99,English,Games,7
438,"HUMAN GRAFFITI",68,"A Beautiful Reflection of a Womanizer And a Sumo Wrestler who must Chase a Database Administrator in The Gulf of Mexico","Trailers,Behind the Scenes",2006,3,2.99,22.99,English,Games,5
447,"ICE CROSSING",131,"A Fast-Paced Tale of a Butler And a Moose who must Overcome a Pioneer in A Manhattan Penthouse","Deleted Scenes",2006,5,2.99,28.99,English,Games,7
483,"JERICHO MULAN",171,"A Amazing Yarn of a Hunter And a Butler who must Defeat a Boy in A Jet Boat",Commentaries,2006,3,2.99,29.99,English,Games,5
507,"LADYBUGS ARMAGEDDON",113,"A Fateful Reflection of a Dog And a Mad Scientist who must Meet a Mad Scientist in New Orleans","Deleted Scenes",2006,4,0.99,13.99,English,Games,2
508,"LAMBS CINCINATTI",144,"A Insightful Story of a Man And a Feminist who must Fight a Composer in Australia","Trailers,Behind the Scenes",2006,6,4.99,18.99,English,Games,3
